date,breadth
2024/3/1,95.8
2024/3/11,85.4
2024/3/12,80
2024/3/13,68.8
2024/3/14,62.2
2024/3/15,73
2024/3/18,82.4
2024/3/19,68
2024/3/20,68.8
2024/3/21,57.8
2024/3/22,34.4
2024/3/25,24.6
2024/3/26,25
2024/3/27,15
2024/3/28,20.4
2024/3/29,26.6
2024/3/4,93
2024/3/5,88.6
2024/3/6,85.6
2024/3/7,74.8
2024/3/8,75
2024/4/1,46
2024/4/10,38
2024/4/11,40.8
2024/4/12,35.6
2024/4/15,40.6
2024/4/16,33.4
2024/4/17,42.4
2024/4/18,46.2
2024/4/19,45.2
2024/4/2,44.6
2024/4/22,42.8
2024/4/23,34.6
2024/4/24,40.8
2024/4/25,41.8
2024/4/26,59
2024/4/29,74.6
2024/4/3,44
2024/4/30,65
2024/4/8,36.2
2024/4/9,42.6
2024/5/10,79
2024/5/13,69.4
2024/5/14,69
2024/5/15,58
2024/5/16,52.4
2024/5/17,62.8
2024/5/20,65
2024/5/21,54.2
2024/5/22,52.6
2024/5/23,27.6
2024/5/24,24.2
2024/5/27,29.6
2024/5/28,23.6
2024/5/29,22.8
2024/5/30,19.4
2024/5/31,20.2
2024/5/6,77.8
2024/5/7,77.6
2024/5/8,67.2
2024/5/9,82.4
2024/6/11,20.6
2024/6/12,23.6
2024/6/13,21.8
2024/6/14,24
2024/6/17,26
2024/6/18,30.2
2024/6/19,23.4
2024/6/20,17.4
2024/6/21,19
2024/6/24,10.6
2024/6/25,8
2024/6/26,13.2
2024/6/27,8.2
2024/6/28,13.6
2024/6/3,17.4
2024/6/4,29.8
2024/6/5,22.8
2024/6/6,20
2024/6/7,19
2024/7/1,22
2024/7/10,19.8
2024/7/11,33.2
2024/7/12,36.4
2024/7/15,31.2
2024/7/16,33.2
2024/7/17,33.2
2024/7/18,41.2
2024/7/19,43.8
2024/7/2,19.2
2024/7/22,41.6
2024/7/23,23
2024/7/24,17.2
2024/7/25,20.8
2024/7/26,33.8
2024/7/29,30.8
2024/7/3,16.6
2024/7/30,34.2
2024/7/31,69.8
2024/7/4,12.2
2024/7/5,15.4
2024/7/8,12.6
2024/7/9,21.4
2024/8/1,63.2
2024/8/12,39.2
2024/8/13,43.6
2024/8/14,31.4
2024/8/15,42.2
2024/8/16,32
2024/8/19,36.8
2024/8/2,54.2
2024/8/20,21
2024/8/21,17.6
2024/8/22,13.2
2024/8/23,13.2
2024/8/26,16.6
2024/8/27,13.6
2024/8/28,13.8
2024/8/29,24.2
2024/8/30,42.8
2024/8/5,40.4
2024/8/6,50.4
2024/8/7,48.6
2024/8/8,53
2024/8/9,41.6
2024/9/10,29.2
2024/9/11,32
2024/9/12,33
2024/9/13,24
2024/9/18,25
2024/9/19,45.6
2024/9/2,30
2024/9/20,39
2024/9/23,38.4
2024/9/24,83
2024/9/25,86.2
2024/9/26,94.6
2024/9/27,98.2
2024/9/3,36.2
2024/9/30,100
2024/9/4,37.4
2024/9/5,43.6
2024/9/6,31
2024/9/9,27.8
2025/10/30,0
2025/10/31,0
2025/11/3,0
2025/11/4,0
2025/11/5,0
2025/11/6,0
2025/11/7,0
2025/11/10,0
2025/11/11,0
2025/11/12,0
2025/11/13,0
2025/11/14,0
2025/11/17,0
2025/11/18,0
2025/11/19,0
2025/11/20,0
2025/11/21,0
2025/11/24,0
2025/11/25,0
2025/11/26,17.2
2025/11/27,16
2025/11/28,23.8
2025/12/1,34.6
2025/12/2,28.2
2025/12/3,27.2
2025/12/4,31
2025/12/5,39
2025/12/8,44.4
2025/12/9,36.4
2025/12/10,42.6
2025/12/11,34.2
2025/12/12,48.8
2025/12/15,43.6
2025/12/16,34.8
2025/12/17,48
2025/12/18,46.4
2025/12/19,57.2
2025/12/22,60.4
2025/12/23,54.8
2025/12/24,63.8
2025/12/25,71
2025/12/26,72.6
2025/12/29,64.4
2025/12/30,64.8
2025/12/31,62.8
2025/1/10,7.8
2025/1/13,8.4
2025/1/14,19.4
2025/1/15,17.8
2025/1/16,21
2025/1/17,28.2
2025/1/2,10.6
2025/1/20,35.4
2025/1/21,36
2025/1/22,33.4
2025/1/23,33.8
2025/1/24,54
2025/1/27,49.4
2025/1/3,7
2025/1/6,7.8
2025/1/7,9.6
2025/1/8,10.6
2025/1/9,8.4
2025/10/10,63.4
2025/10/13,54.2
2025/10/14,46.4
2025/10/15,54.4
2025/10/16,47
2025/10/17,31.2
2025/10/20,33.2
2025/10/21,41.6
2025/10/22,36
2025/10/23,40.6
2025/10/24,46
2025/10/27,55
2025/10/28,50.8
2025/10/29,60.8
2025/10/30,49.6
2025/10/31,50.4
2025/10/9,69.6
2025/11/10,59.2
2025/11/11,57.8
2025/11/12,53
2025/11/13,60
2025/11/14,52.8
2025/11/17,46.4
2025/11/18,33.2
2025/11/19,28.2
2025/11/20,23.4
2025/11/21,10
2025/11/24,12.4
2025/11/25,16.6
2025/11/26,16.2
2025/11/27,15.4
2025/11/28,22
2025/11/3,51.4
2025/11/4,42.6
2025/11/5,44.6
2025/11/6,53.8
2025/11/7,52.8
2025/12/1,32.4
2025/12/10,40.8
2025/12/11,33.6
2025/12/12,45.8
2025/12/15,42.6
2025/12/16,33.4
2025/12/17,46.6
2025/12/18,45.2
2025/12/19,56
2025/12/2,27.2
2025/12/22,58.8
2025/12/23,53
2025/12/24,62.6
2025/12/25,68.6
2025/12/26,70.8
2025/12/29,62.8
2025/12/3,26.8
2025/12/30,62
2025/12/31,60.6
2025/12/4,29
2025/12/5,37.8
2025/12/8,42.6
2025/12/9,34.6
2025/2/10,83.2
2025/2/11,79.4
2025/2/12,82.6
2025/2/13,78
2025/2/14,76
2025/2/17,70.8
2025/2/18,51.9
2025/2/19,64.13
2025/2/20,60.32
2025/2/21,66.13
2025/2/24,65.73
2025/2/25,52.1
2025/2/26,65.33
2025/2/27,64.33
2025/2/28,34.67
2025/2/5,49.2
2025/2/6,69.6
2025/2/7,82
2025/3/10,49.4
2025/3/11,53.2
2025/3/12,53.4
2025/3/13,49
2025/3/14,69.8
2025/3/17,71.8
2025/3/18,73.6
2025/3/19,68.4
2025/3/20,59.6
2025/3/21,49.6
2025/3/24,46.8
2025/3/25,47.2
2025/3/26,48
2025/3/27,49
2025/3/28,37.4
2025/3/3,40.6
2025/3/31,25
2025/3/4,43.2
2025/3/5,38.8
2025/3/6,56.4
2025/3/7,48
2025/4/1,36.4
2025/4/10,16.2
2025/4/11,16.8
2025/4/14,18.6
2025/4/15,19.6
2025/4/16,19.6
2025/4/17,22
2025/4/18,20
2025/4/2,35.4
2025/4/21,28.6
2025/4/22,31.6
2025/4/23,34
2025/4/24,32
2025/4/25,41.4
2025/4/28,35.4
2025/4/29,42.4
2025/4/3,31.4
2025/4/30,50.2
2025/4/7,7.6
2025/4/8,9.8
2025/4/9,14
2025/5/12,72.6
2025/5/13,71.4
2025/5/14,74
2025/5/15,60.2
2025/5/16,56.2
2025/5/19,58.8
2025/5/20,65.4
2025/5/21,64.6
2025/5/22,48.6
2025/5/23,35.2
2025/5/26,36.8
2025/5/27,38.2
2025/5/28,35.8
2025/5/29,48.8
2025/5/30,40.2
2025/5/6,71
2025/5/7,77
2025/5/8,74.6
2025/5/9,65.8
2025/6/10,53.4
2025/6/11,62.2
2025/6/12,58.6
2025/6/13,46.8
2025/6/16,47.2
2025/6/17,51
2025/6/18,46
2025/6/19,30.6
2025/6/20,24.8
2025/6/23,30.8
2025/6/24,51.8
2025/6/25,67.6
2025/6/26,58.6
2025/6/27,64.2
2025/6/3,43.8
2025/6/30,66.8
2025/6/4,54.2
2025/6/5,56.2
2025/6/6,56.4
2025/6/9,68.2
2025/7/1,74
2025/7/10,81.6
2025/7/11,86.2
2025/7/14,84
2025/7/15,77
2025/7/16,77.2
2025/7/17,81.6
2025/7/18,82
2025/7/2,72.2
2025/7/21,85.2
2025/7/22,87.2
2025/7/23,84.4
2025/7/24,90
2025/7/25,88.2
2025/7/28,84.8
2025/7/29,83.2
2025/7/3,75.8
2025/7/30,80.6
2025/7/31,54.2
2025/7/4,71.8
2025/7/7,70.8
2025/7/8,82.4
2025/7/9,80.6
2025/8/1,51.2
2025/8/11,69
2025/8/12,65.4
2025/8/13,68.2
2025/8/14,54.2
2025/8/15,68.2
2025/8/18,73.4
2025/8/19,70.6
2025/8/20,79.4
2025/8/21,85
2025/8/22,88.8
2025/8/25,93.2
2025/8/26,91.2
2025/8/27,72.2
2025/8/28,73.4
2025/8/29,73.2
2025/8/4,54.4
2025/8/5,64
2025/8/6,68.4
2025/8/7,62.4
2025/8/8,58.4
2025/9/1,70.6
2025/9/10,44.2
2025/9/11,57.4
2025/9/12,55
2025/9/15,52.2
2025/9/16,52.2
2025/9/17,58.8
2025/9/18,42.2
2025/9/19,42.8
2025/9/2,58.8
2025/9/22,41.4
2025/9/23,37.8
2025/9/24,47.6
2025/9/25,47.6
2025/9/26,43.4
2025/9/29,54.2
2025/9/3,42.2
2025/9/30,59.4
2025/9/4,30.4
2025/9/5,45
2025/9/8,53.2
2025/9/9,48.2
2026/1/5,78.4
2026/1/6,88.4
2026/1/7,86
2026/1/8,83.4
2026/1/9,88.4
2026/1/12,87.4
2026/1/13,84.6
2026/1/14,81.2
2026/1/15,80
2026/1/16,73.4
2026/1/19,82.4
2026/1/20,79.4
2026/1/21,82.4
2026/1/22,82.8
2026/1/23,88.2
2026/1/26,77.6
2026/1/27,72.6
2026/1/12,87.2
2026/1/13,84.6
2026/1/14,81.8
2026/1/15,80.6
2026/1/16,73.8
2026/1/19,83.2
2026/1/20,81.2
2026/1/21,83.2
2026/1/22,83.4
2026/1/23,88.2
2026/1/26,77.6
2026/1/27,72.6
,
,
,
,
,
