date,code,open,high,low,close,volume,amount,ETF_Turnover,new_high_pct
2020-01-06,sh.000905,5365.217,5481.55,5355.023,5434.85,15958741504.0,158191000000.0,1.14,27.2335845
2020-01-07,sh.000905,5441.903,5499.839,5440.691,5499.839,14414272256.0,142194000000.0,1.09,35.95263724
2020-01-08,sh.000905,5481.984,5500.16,5409.569,5423.796,15540684800.0,149838000000.0,1.29,15.71582347
2020-01-09,sh.000905,5465.857,5497.542,5457.349,5497.542,13243166720.0,135961000000.0,1.2,21.42088267
2020-01-10,sh.000905,5511.673,5516.094,5455.251,5480.227,11381982208.0,118197000000.0,1.04,14.85468245
2020-01-13,sh.000905,5478.315,5559.627,5447.731,5559.627,11807618048.0,128652000000.0,1.04,26.37244349
2020-01-14,sh.000905,5576.629,5583.72,5539.899,5542.331,12981138432.0,134845000000.0,0.96,18.08396125
2020-01-15,sh.000905,5532.961,5545.101,5492.65,5530.026,11242501888.0,118143000000.0,0.9,13.99354144
2020-01-16,sh.000905,5539.421,5559.017,5514.691,5527.667,11189727488.0,122338000000.0,1.0,13.88589882
2020-01-17,sh.000905,5539.723,5555.411,5499.467,5510.045,10494932992.0,110492000000.0,1.33,14.08602151
2020-01-20,sh.000905,5523.009,5587.535,5500.593,5587.535,11540300032.0,128212000000.0,0.87,20.64516129
2020-01-21,sh.000905,5581.01,5581.98,5515.192,5523.941,12460480768.0,135221000000.0,1.51,12.45972073
2020-01-22,sh.000905,5502.587,5597.993,5440.199,5575.512,12347476992.0,138250000000.0,1.4,15.14500537
2020-01-23,sh.000905,5521.792,5558.425,5326.931,5377.741,14577307136.0,161862000000.0,2.11,3.969957082
2020-02-03,sh.000905,4896.894,4960.745,4896.894,4910.901,8177708288.0,89455038464.0,3.37,3.21888412
2020-02-04,sh.000905,4736.122,5013.769,4736.122,4996.474,18967227904.0,175375000000.0,2.75,3.751339764
2020-02-05,sh.000905,5035.408,5178.437,5026.408,5123.961,17109533952.0,177352000000.0,1.61,8.145766345
2020-02-06,sh.000905,5128.186,5299.178,5100.481,5282.892,18595745536.0,197274000000.0,1.5,14.3776824
2020-02-07,sh.000905,5287.269,5329.355,5226.699,5327.036,19114764288.0,203496000000.0,1.15,10.71811361
2020-02-10,sh.000905,5322.008,5389.038,5301.412,5388.434,17670328320.0,186768000000.0,1.43,9.11039657
2020-02-11,sh.000905,5390.525,5396.955,5323.76,5361.276,15250817792.0,157303000000.0,1.06,3.536977492
2020-02-12,sh.000905,5345.522,5461.673,5340.487,5459.946,15104147200.0,164552000000.0,0.98,9.860664523
2020-02-13,sh.000905,5456.659,5482.795,5397.232,5412.841,15820264192.0,175680000000.0,1.05,5.674518201
2020-02-14,sh.000905,5407.473,5474.468,5375.925,5420.802,14534649600.0,162742000000.0,1.09,5.246252677
2020-02-17,sh.000905,5454.462,5594.436,5454.462,5594.436,17463665664.0,183879000000.0,2.01,13.38329764
2020-02-18,sh.000905,5607.84,5660.814,5577.898,5660.814,18509870080.0,206429000000.0,2.08,16.04278075
2020-02-19,sh.000905,5654.177,5678.819,5601.391,5603.262,18564208384.0,210591000000.0,1.39,8.663101604
2020-02-20,sh.000905,5619.52,5712.182,5580.067,5706.712,19207602688.0,205565000000.0,1.38,13.04812834
2020-02-21,sh.000905,5704.836,5822.397,5700.951,5784.032,20723623936.0,230175000000.0,1.53,15.91880342
2020-02-24,sh.000905,5784.575,5884.139,5754.679,5865.466,21809896192.0,250154000000.0,1.56,21.66488794
2020-02-25,sh.000905,5745.617,5912.274,5643.884,5897.721,26736667904.0,301961000000.0,1.58,17.71611526
2020-02-26,sh.000905,5824.048,5885.27,5724.499,5743.392,26637508096.0,281046000000.0,1.46,3.9445629
2020-02-27,sh.000905,5770.218,5829.037,5689.539,5753.727,20469487616.0,221902000000.0,1.31,6.289978678
2020-02-28,sh.000905,5558.415,5641.772,5438.852,5451.289,22430670848.0,232880000000.0,2.79,1.066098081
2020-03-02,sh.000905,5516.438,5683.242,5505.268,5656.419,19951161088.0,213505000000.0,1.95,7.036247335
2020-03-03,sh.000905,5756.791,5832.353,5658.12,5710.023,22632549376.0,244204000000.0,1.97,7.356076759
2020-03-04,sh.000905,5670.499,5719.178,5603.928,5716.511,18513309696.0,194980000000.0,0.95,9.061833689
2020-03-05,sh.000905,5795.25,5811.207,5732.168,5801.119,21723222016.0,217238000000.0,0.73,12.26012793
2020-03-06,sh.000905,5737.095,5802.629,5723.732,5763.86,18529714688.0,177496000000.0,0.65,7.356076759
2020-03-09,sh.000905,5668.6366,5699.9198,5525.8167,5525.8167,21853808900.0,212042000000.0,0.94,2.878464819
2020-03-10,sh.000905,5459.1732,5675.8756,5423.4289,5675.1113,20840287700.0,210472000000.0,1.65,5.437100213
2020-03-11,sh.000905,5692.7173,5708.9152,5589.5311,5589.5311,18775091200.0,190010000000.0,1.64,2.771855011
2020-03-12,sh.000905,5507.3213,5549.3501,5446.7941,5493.8838,15875315700.0,154103000000.0,0.83,2.558635394
2020-03-13,sh.000905,5225.5063,5507.3899,5224.7267,5457.2006,19526665900.0,188405000000.0,1.84,2.878464819
2020-03-16,sh.000905,5496.889,5496.889,5183.3436,5200.1142,18684995200.0,184924000000.0,1.38,0.533049041
2020-03-17,sh.000905,5245.5231,5300.5591,5052.6546,5212.0619,15913787800.0,152551000000.0,1.88,1.066098081
2020-03-18,sh.000905,5257.9438,5333.1204,5119.4716,5119.4716,16428660400.0,160536000000.0,1.41,0.746268657
2020-03-19,sh.000905,5119.9437,5185.0889,5020.4387,5157.8235,15459370200.0,148681000000.0,1.87,0.746268657
2020-03-20,sh.000905,5217.488,5225.0268,5129.0733,5219.2809,12751328900.0,131519000000.0,1.12,1.492537313
2020-03-23,sh.000905,5079.3549,5129.1405,4981.6682,4998.9095,13868474500.0,133728000000.0,1.81,0.959488273
2020-03-24,sh.000905,5089.1516,5118.0355,4963.2918,5096.0408,14078770500.0,137371000000.0,1.6,0.852878465
2020-03-25,sh.000905,5200.7752,5229.2205,5160.3887,5217.4237,14688107000.0,142310000000.0,1.42,1.385927505
2020-03-26,sh.000905,5180.4657,5227.4679,5157.1478,5166.1091,12565245000.0,126982000000.0,0.93,1.599147122
2020-03-27,sh.000905,5222.8511,5227.7921,5134.4903,5137.3371,11704507300.0,118481000000.0,0.76,1.066098081
2020-03-30,sh.000905,5073.7047,5074.6251,4974.3165,5027.4856,12398131600.0,124559000000.0,1.4,1.492537313
2020-03-31,sh.000905,5073.5232,5090.5675,5030.573,5041.4534,11160561200.0,106538000000.0,1.12,3.411513859
2020-04-01,sh.000905,5029.5837,5108.175,5007.7115,5019.2187,11215411100.0,110651000000.0,0.92,0.959488273
2020-04-02,sh.000905,4998.6259,5147.2019,4998.1063,5147.2019,11335107800.0,117822000000.0,1.22,0.746268657
2020-04-03,sh.000905,5143.5185,5161.5728,5085.0948,5107.0393,10947897800.0,112751000000.0,1.03,1.172707889
2020-04-07,sh.000905,5202.5465,5273.0857,5197.5826,5267.073,14510945200.0,146827000000.0,1.19,4.157782516
2020-04-08,sh.000905,5243.1623,5291.4149,5232.6161,5271.7961,13778625400.0,136500000000.0,0.79,1.70575693
2020-04-09,sh.000905,5301.2663,5336.1174,5289.3845,5322.4614,12509846200.0,128353000000.0,0.77,4.47761194
2020-04-10,sh.000905,5321.7865,5321.7865,5197.9841,5208.5102,12381638800.0,126468000000.0,1.22,1.70575693
2020-04-13,sh.000905,5176.4431,5198.3708,5140.8505,5169.1757,9818099300.0,101356000000.0,0.92,3.198294243
2020-04-14,sh.000905,5197.1716,5288.593,5189.8242,5288.593,11018824400.0,118917000000.0,0.86,4.904051173
2020-04-15,sh.000905,5291.9664,5320.5792,5264.0114,5268.7497,12247740000.0,128026000000.0,0.81,2.665245203
2020-04-16,sh.000905,5245.9247,5328.1204,5238.4335,5316.9707,12074219300.0,122069000000.0,0.82,4.051172708
2020-04-17,sh.000905,5354.9828,5377.147,5309.5809,5318.4547,13696983300.0,156746000000.0,1.12,1.918976546
2020-04-20,sh.000905,5329.8688,5381.7857,5311.1974,5381.7857,12064218200.0,130826000000.0,0.8,4.157782516
2020-04-21,sh.000905,5358.6005,5358.6005,5287.6633,5343.8806,13074442600.0,139768000000.0,1.19,3.624733475
2020-04-22,sh.000905,5304.731,5388.2073,5296.2644,5387.6233,12359700600.0,127946000000.0,0.91,5.117270789
2020-04-23,sh.000905,5402.6478,5407.49,5354.9401,5357.7904,14461830200.0,145325000000.0,0.53,5.756929638
2020-04-24,sh.000905,5350.5426,5354.7629,5258.5692,5273.5474,13138336700.0,127211000000.0,0.95,2.771855011
2020-04-27,sh.000905,5278.9787,5314.4114,5249.3133,5265.7248,11713242700.0,110738000000.0,0.74,5.218317359
2020-04-28,sh.000905,5268.1255,5273.2565,5102.0608,5227.846,14082491000.0,133971000000.0,1.27,5.537806177
2020-04-29,sh.000905,5203.7103,5269.735,5201.4734,5226.8116,10592684900.0,103339000000.0,0.78,2.978723404
2020-04-30,sh.000905,5261.0467,5368.8943,5261.0467,5353.8595,13303668600.0,142524000000.0,1.15,2.659574468
2020-05-06,sh.000905,5320.94,5451.456,5318.443,5451.3159,14167905000.0,159946000000.0,1.12,5.531914894
2020-05-07,sh.000905,5454.2515,5473.7738,5425.7964,5445.7519,14014635400.0,147975000000.0,1.12,5.957446809
2020-05-08,sh.000905,5474.8739,5527.0903,5467.646,5507.6965,13631862200.0,146385000000.0,1.03,6.489361702
2020-05-11,sh.000905,5529.1056,5547.9416,5466.6158,5496.192,12985198500.0,142055000000.0,1.24,5.425531915
2020-05-12,sh.000905,5494.0693,5519.2868,5441.7013,5512.464,11594367700.0,127585000000.0,1.52,6.482465462
2020-05-13,sh.000905,5495.8969,5546.5535,5483.9868,5536.2802,10789582200.0,120477000000.0,0.93,9.564293305
2020-05-14,sh.000905,5513.0817,5528.0915,5485.0152,5487.107,11919770100.0,129596000000.0,0.54,6.376195537
2020-05-15,sh.000905,5510.1454,5543.9334,5486.2557,5507.9336,11265151100.0,132317000000.0,1.05,5.951115834
2020-05-18,sh.000905,5522.7233,5528.7754,5454.9615,5478.8218,13365466400.0,158389000000.0,0.7,9.032943677
2020-05-19,sh.000905,5515.0289,5548.2181,5504.2327,5547.8759,11200886000.0,133183000000.0,0.57,10.29723992
2020-05-20,sh.000905,5545.0441,5547.1691,5473.7896,5489.7024,12349126400.0,141355000000.0,0.86,4.033970276
2020-05-21,sh.000905,5508.2041,5511.2324,5415.5986,5426.1745,11455910800.0,128884000000.0,0.66,4.347826087
2020-05-22,sh.000905,5421.7282,5421.887,5307.2962,5328.2268,10641571100.0,115705000000.0,1.11,2.545068929
2020-05-25,sh.000905,5323.9656,5344.2849,5293.2294,5316.6036,8438568100.0,91375351530.0,0.72,4.13573701
2020-05-26,sh.000905,5341.1113,5421.9045,5341.0821,5420.2126,9096900800.0,99351009049.0,1.08,8.801696713
2020-05-27,sh.000905,5426.5558,5426.5558,5358.47,5369.4992,10396037100.0,113109000000.0,1.18,6.892895016
2020-05-28,sh.000905,5367.2664,5390.1397,5290.2897,5361.167,10252425100.0,107584000000.0,0.75,5.196182397
2020-05-29,sh.000905,5349.5678,5416.6599,5336.0669,5406.3403,10500325000.0,110023000000.0,0.74,9.01378579
2020-06-01,sh.000905,5446.2912,5576.6538,5446.2912,5569.48,14169758200.0,147880000000.0,0.95,14.63414634
2020-06-02,sh.000905,5595.3589,5596.4399,5544.1862,5566.4438,13902910300.0,149203000000.0,0.56,6.680805938
2020-06-03,sh.000905,5583.701,5618.2892,5567.0729,5572.3125,13834551900.0,146218000000.0,0.8,6.680805938
2020-06-04,sh.000905,5589.3445,5597.2621,5549.3577,5576.7535,12077846500.0,123810000000.0,0.69,9.968186638
2020-06-05,sh.000905,5585.1592,5592.3453,5542.8701,5585.4231,11225389700.0,115167000000.0,0.44,9.544008484
2020-06-08,sh.000905,5618.3753,5627.1893,5567.2087,5575.3036,11944619000.0,128061000000.0,0.54,9.004237288
2020-06-09,sh.000905,5582.144,5616.0363,5560.139,5610.3774,11487092900.0,119379000000.0,0.6,12.81779661
2020-06-10,sh.000905,5611.6579,5616.6108,5581.9153,5615.2417,10836809700.0,114115000000.0,0.52,12.59259259
2020-06-11,sh.000905,5618.6411,5673.3108,5567.538,5589.1019,12751545400.0,144595000000.0,0.73,8.148148148
2020-06-12,sh.000905,5483.7845,5620.2062,5479.2713,5591.4871,12954546500.0,142138000000.0,0.98,11.00529101
2020-06-15,sh.000905,5605.8832,5661.9706,5590.6435,5590.6435,14535977600.0,152567000000.0,1.2,10.68783069
2020-06-16,sh.000905,5633.2588,5695.3007,5624.8549,5695.3007,13395170300.0,142088000000.0,0.73,19.15343915
2020-06-17,sh.000905,5708.6871,5735.4183,5685.6241,5735.4183,14683751800.0,153683000000.0,0.85,15.76719577
2020-06-18,sh.000905,5738.0314,5744.4525,5705.295,5734.403,15815436600.0,160763000000.0,0.93,13.43915344
2020-06-19,sh.000905,5733.4291,5796.3597,5727.6226,5787.1482,14176809800.0,147827000000.0,1.06,17.56613757
2020-06-22,sh.000905,5793.7883,5815.3942,5770.8094,5784.0269,14539234900.0,157370000000.0,1.04,14.58773784
2020-06-23,sh.000905,5783.1198,5809.2832,5755.3982,5804.343,12574812700.0,140277000000.0,1.02,19.34460888
2020-06-24,sh.000905,5808.5388,5824.3132,5773.2908,5789.0893,11024143600.0,128537000000.0,0.69,13.95348837
2020-06-29,sh.000905,5774.4585,5789.1592,5740.2558,5762.4378,11776115100.0,131671000000.0,0.84,13.29113924
2020-06-30,sh.000905,5790.0647,5875.3274,5788.2081,5864.4164,11535032400.0,139672000000.0,1.17,22.0464135
2020-07-01,sh.000905,5884.54,5885.8738,5814.7554,5881.8875,14283298200.0,161438000000.0,1.15,18.45991561
2020-07-02,sh.000905,5880.8832,5979.9902,5858.5743,5975.2794,20118138000.0,200063000000.0,1.19,26.68776371
2020-07-03,sh.000905,5989.9958,6052.523,5968.0663,6051.5099,22682681800.0,217088000000.0,1.57,29.95780591
2020-07-06,sh.000905,6095.9561,6318.3081,6095.9561,6299.8551,30237648900.0,291742000000.0,2.79,52.53164557
2020-07-07,sh.000905,6368.3135,6480.0286,6300.2446,6380.0276,32586542500.0,329327000000.0,2.28,36.28691983
2020-07-08,sh.000905,6378.9461,6541.4382,6352.3731,6535.4151,28884738900.0,292262000000.0,1.34,56.26975764
2020-07-09,sh.000905,6541.2854,6712.1445,6530.0207,6693.7452,31741227100.0,334583000000.0,1.32,66.21052632
2020-07-10,sh.000905,6664.3263,6763.8121,6644.3586,6676.4373,28873667200.0,322510000000.0,1.33,29.68421053
2020-07-13,sh.000905,6710.6352,6899.622,6710.6352,6899.5175,29730559500.0,335186000000.0,1.14,59.09568875
2020-07-14,sh.000905,6897.0034,6897.0034,6672.7996,6807.727,29386829700.0,341855000000.0,1.7,25.34174553
2020-07-15,sh.000905,6815.6162,6838.1524,6598.5228,6638.8384,25647283000.0,300880000000.0,1.83,12.81512605
2020-07-16,sh.000905,6642.3288,6710.995,6305.133,6319.9981,25331587000.0,277008000000.0,2.0,1.155462185
2020-07-17,sh.000905,6327.0265,6447.5092,6272.9416,6344.5912,19680390900.0,215077000000.0,1.61,4.931794334
2020-07-20,sh.000905,6419.08,6526.8325,6340.6495,6526.8325,21241322200.0,225849000000.0,1.89,12.99790356
2020-07-21,sh.000905,6546.5653,6591.0097,6500.8682,6563.3239,19396594900.0,214682000000.0,1.01,11.54249738
2020-07-22,sh.000905,6554.1681,6699.6871,6534.7427,6620.6893,21010119800.0,232947000000.0,1.16,12.14659686
2020-07-23,sh.000905,6562.0485,6629.2067,6431.2609,6620.0859,20799246200.0,240882000000.0,1.18,14.76439791
2020-07-24,sh.000905,6584.8093,6609.2877,6265.3789,6283.9831,21901777700.0,247233000000.0,1.53,2.303664921
2020-07-27,sh.000905,6304.5859,6337.3275,6229.4712,6298.7351,14554248100.0,168023000000.0,1.08,4.288702929
2020-07-28,sh.000905,6345.682,6385.3908,6307.7891,6359.6637,13883814400.0,162440000000.0,1.05,5.543933054
2020-07-29,sh.000905,6341.0079,6530.2712,6324.0483,6530.2712,15922168400.0,186898000000.0,1.1,10.35564854
2020-07-30,sh.000905,6548.7007,6564.775,6491.4492,6511.436,17761556100.0,209285000000.0,1.07,9.205020921
2020-07-31,sh.000905,6499.3939,6619.2616,6463.415,6579.6696,17991294100.0,207862000000.0,1.39,12.22570533
2020-08-03,sh.000905,6635.3429,6739.8085,6614.4314,6739.8085,20726674600.0,240947000000.0,1.21,20.79414838
2020-08-04,sh.000905,6758.4937,6764.9049,6672.894,6697.7071,20947893600.0,245085000000.0,0.91,13.47962382
2020-08-05,sh.000905,6696.687,6790.008,6653.2772,6772.8422,18484381600.0,217994000000.0,0.85,17.86833856
2020-08-06,sh.000905,6780.3265,6792.2759,6656.2782,6770.3016,20522984200.0,240929000000.0,0.71,15.46499478
2020-08-07,sh.000905,6743.2907,6755.528,6578.6672,6688.8822,19812821400.0,227977000000.0,0.74,11.59874608
2020-08-10,sh.000905,6666.5601,6768.866,6651.7421,6725.2956,17535322700.0,210391000000.0,0.62,10.44932079
2020-08-11,sh.000905,6727.7692,6756.8451,6594.9793,6600.8472,18084577100.0,203428000000.0,0.6,5.851619645
2020-08-12,sh.000905,6580.0058,6599.6573,6395.006,6528.3999,17788904500.0,197969000000.0,1.04,4.384133612
2020-08-13,sh.000905,6552.3695,6592.1163,6518.4229,6552.6567,16206051500.0,166812000000.0,0.78,5.422314911
2020-08-14,sh.000905,6542.6032,6629.5058,6506.0266,6623.5633,15687598800.0,161301000000.0,1.22,5.109489051
2020-08-17,sh.000905,6646.5418,6752.3176,6614.1849,6744.5468,20140735700.0,207541000000.0,1.18,9.697601668
2020-08-18,sh.000905,6747.6059,6811.5637,6737.5288,6789.3979,18916617500.0,208576000000.0,0.9,11.5625
2020-08-19,sh.000905,6782.5931,6782.5931,6661.9879,6666.274,19430913600.0,205476000000.0,0.74,7.395833333
2020-08-20,sh.000905,6622.0053,6672.4908,6570.6949,6593.785,15764625800.0,163429000000.0,0.8,3.4375
2020-08-21,sh.000905,6628.9007,6686.0233,6589.1968,6643.9444,14296349300.0,153128000000.0,0.73,6.145833333
2020-08-24,sh.000905,6667.2961,6702.7487,6589.9285,6688.9647,14302035400.0,157949000000.0,0.76,5.815160955
2020-08-25,sh.000905,6698.1196,6734.4378,6631.6853,6652.5478,14709813000.0,158243000000.0,0.7,5.399792316
2020-08-26,sh.000905,6650.449,6660.7634,6501.2409,6525.8786,15373477100.0,170546000000.0,1.02,4.261954262
2020-08-27,sh.000905,6538.1362,6585.7193,6486.7508,6578.7912,12983619800.0,142140000000.0,0.84,4.781704782
2020-08-28,sh.000905,6571.8981,6695.3574,6553.9227,6691.2096,14194959300.0,155879000000.0,1.41,7.261410788
2020-08-31,sh.000905,6719.2859,6765.8853,6667.6792,6668.4331,15602438500.0,173313000000.0,1.19,6.950207469
2020-09-01,sh.000905,6667.168,6710.4599,6637.6339,6710.4599,12563249000.0,140204000000.0,0.75,9.751037344
2020-09-02,sh.000905,6725.6913,6742.5527,6647.0341,6717.5579,14956254800.0,160818000000.0,1.51,10.47717842
2020-09-03,sh.000905,6715.1042,6732.6741,6638.4482,6662.2515,14211033500.0,151592000000.0,0.71,6.639004149
2020-09-04,sh.000905,6545.888,6631.0289,6538.4896,6618.5762,12535846200.0,132077000000.0,0.93,5.077720207
2020-09-07,sh.000905,6619.8982,6669.3935,6459.1029,6478.8124,15558174800.0,167216000000.0,1.09,2.797927461
2020-09-08,sh.000905,6493.7737,6542.9954,6432.952,6525.098,16123031800.0,148149000000.0,0.85,5.388601036
2020-09-09,sh.000905,6455.3053,6471.4824,6319.2713,6349.2234,21691635100.0,176689000000.0,1.12,2.797927461
2020-09-10,sh.000905,6404.6646,6414.9623,6219.6361,6235.5687,18104949700.0,149335000000.0,1.42,1.139896373
2020-09-11,sh.000905,6209.7881,6319.6691,6209.7881,6311.967,12462919400.0,115691000000.0,1.15,2.068252327
2020-09-14,sh.000905,6350.3551,6381.182,6297.9023,6351.2422,13050227700.0,129304000000.0,1.22,4.136504654
2020-09-15,sh.000905,6351.0366,6388.1304,6328.5366,6387.8805,11518415400.0,117077000000.0,0.71,3.309203723
2020-09-16,sh.000905,6379.5178,6387.7666,6321.5668,6353.836,11337988700.0,112504000000.0,0.65,3.412616339
2020-09-17,sh.000905,6345.6715,6416.0088,6291.6343,6367.0206,11895968100.0,123682000000.0,0.95,3.925619835
2020-09-18,sh.000905,6367.7923,6473.5997,6353.5609,6469.4692,13522626400.0,136789000000.0,1.05,3.921568627
2020-09-21,sh.000905,6492.2249,6515.337,6434.3239,6445.9649,12602372100.0,133640000000.0,1.41,3.608247423
2020-09-22,sh.000905,6392.025,6462.9751,6341.4838,6358.652,12130589400.0,122990000000.0,0.96,1.649484536
2020-09-23,sh.000905,6382.2813,6411.2048,6356.1636,6392.0329,9504883300.0,106027000000.0,0.63,1.546391753
2020-09-24,sh.000905,6353.694,6354.6827,6243.282,6244.6389,11280146700.0,112625000000.0,1.34,0.618556701
2020-09-25,sh.000905,6271.7008,6285.4717,6206.1823,6236.8904,8779878800.0,92989168390.0,0.92,0.61791967
2020-09-28,sh.000905,6255.021,6261.9304,6171.02,6178.4693,7896291500.0,87526269793.0,0.83,1.029866117
2020-09-29,sh.000905,6206.9908,6280.4433,6179.8807,6228.7708,8137116400.0,91783259882.0,1.17,2.059732235
2020-09-30,sh.000905,6245.1158,6260.1234,6155.0208,6192.5045,8148409300.0,89615460415.0,1.18,2.059732235
2020-10-09,sh.000905,6300.0703,6373.9367,6290.4705,6357.9711,10038623100.0,115150000000.0,0.99,4.11946447
2020-10-12,sh.000905,6408.0827,6541.3102,6399.6833,6541.176,14482434900.0,160960000000.0,0.88,6.900102987
2020-10-13,sh.000905,6538.8354,6557.8635,6486.3088,6551.3987,11155845000.0,130284000000.0,1.0,7.621009269
2020-10-14,sh.000905,6547.8376,6547.8376,6492.6581,6508.3743,11862960400.0,133540000000.0,0.73,7.209062822
2020-10-15,sh.000905,6511.0707,6518.5503,6456.7714,6460.0408,10700425200.0,115596000000.0,0.78,5.664263646
2020-10-16,sh.000905,6456.7375,6473.6343,6388.6459,6428.6822,9873202200.0,109047000000.0,0.77,4.11946447
2020-10-19,sh.000905,6466.566,6483.5079,6346.2632,6358.3213,10366836300.0,114683000000.0,1.53,2.883625129
2020-10-20,sh.000905,6349.6437,6423.1573,6324.3889,6423.1128,8618922400.0,95327322736.0,0.74,5.24691358
2020-10-21,sh.000905,6426.194,6426.5095,6323.4406,6350.0127,8751225500.0,102121000000.0,0.85,2.983539095
2020-10-22,sh.000905,6331.8037,6334.5424,6256.2324,6317.1438,8572472900.0,96745752081.0,0.81,2.777777778
2020-10-23,sh.000905,6312.0076,6362.4283,6202.5347,6213.2626,8056509000.0,93954361163.0,0.95,1.851851852
2020-10-26,sh.000905,6195.3539,6239.7156,6127.3829,6214.3779,7339295600.0,85255066151.0,0.96,2.674897119
2020-10-27,sh.000905,6187.4731,6227.8424,6168.971,6221.3414,7558651600.0,89315873363.0,0.6,2.980472765
2020-10-28,sh.000905,6221.7402,6254.716,6164.2406,6245.9986,8713088800.0,104079000000.0,0.67,5.447070915
2020-10-29,sh.000905,6168.9076,6287.6478,6159.1435,6255.1933,9258748300.0,109761000000.0,0.86,4.31211499
2020-10-30,sh.000905,6272.9273,6274.6162,6103.8909,6111.4803,11212236000.0,126461000000.0,1.09,3.18275154
2020-11-02,sh.000905,6119.4514,6162.2763,6095.8038,6143.1157,11175637900.0,123794000000.0,0.73,5.441478439
2020-11-03,sh.000905,6175.1593,6245.5576,6155.7346,6241.7676,10544003600.0,115863000000.0,0.77,3.798767967
2020-11-04,sh.000905,6246.6368,6256.0695,6181.0972,6234.158,9292974500.0,108227000000.0,1.0,5.749486653
2020-11-05,sh.000905,6294.6136,6358.4445,6273.3148,6351.9789,11884321500.0,132602000000.0,0.91,9.445585216
2020-11-06,sh.000905,6366.1854,6366.1854,6254.0869,6301.2477,11824421100.0,131702000000.0,0.88,6.981519507
2020-11-09,sh.000905,6337.4415,6452.9139,6337.4415,6421.6506,16002788200.0,175072000000.0,1.31,9.034907598
2020-11-10,sh.000905,6434.4298,6435.413,6339.2861,6373.0853,14192893200.0,155931000000.0,1.23,7.597535934
2020-11-11,sh.000905,6356.3666,6375.2402,6292.8368,6294.6055,13072808100.0,134439000000.0,0.52,5.133470226
2020-11-12,sh.000905,6305.0655,6340.9983,6285.2907,6315.4938,10468068700.0,113184000000.0,0.52,6.570841889
2020-11-13,sh.000905,6304.4593,6319.4126,6248.355,6306.97,10711632200.0,112944000000.0,0.76,5.852156057
2020-11-16,sh.000905,6319.7042,6387.4154,6294.2899,6387.371,13367733000.0,131782000000.0,0.68,9.54825462
2020-11-17,sh.000905,6380.7685,6380.7685,6300.5666,6336.9406,14127431800.0,138972000000.0,0.6,5.852156057
2020-11-18,sh.000905,6333.4506,6382.4966,6314.3093,6341.0136,13398246200.0,129796000000.0,0.82,6.981519507
2020-11-19,sh.000905,6328.0837,6370.1805,6293.5553,6360.5998,12380484500.0,121060000000.0,0.64,3.696098563
2020-11-20,sh.000905,6354.7873,6429.8695,6351.3079,6422.9854,13066764500.0,128065000000.0,0.84,7.905544148
2020-11-23,sh.000905,6435.9187,6516.2407,6407.0565,6472.9301,18192566800.0,170218000000.0,1.06,12.21765914
2020-11-24,sh.000905,6472.7468,6495.1373,6454.6653,6475.1881,15406296500.0,148760000000.0,0.7,11.69230769
2020-11-25,sh.000905,6489.2553,6489.722,6350.3667,6350.3667,15381310600.0,156625000000.0,0.62,3.282051282
2020-11-26,sh.000905,6349.8616,6358.174,6284.9727,6334.3042,12323693600.0,125528000000.0,0.85,2.564102564
2020-11-27,sh.000905,6337.3839,6351.8103,6276.0729,6351.6119,12088511600.0,117408000000.0,0.75,3.179487179
2020-11-30,sh.000905,6360.462,6397.7204,6309.4445,6320.9441,16315768200.0,157518000000.0,1.08,2.461538462
2020-12-01,sh.000905,6307.8544,6437.9433,6299.414,6426.6155,15095734000.0,152563000000.0,0.84,6.256410256
2020-12-02,sh.000905,6437.9561,6446.8066,6392.9892,6434.9791,14970510500.0,150491000000.0,1.1,6.25
2020-12-03,sh.000905,6437.3843,6461.0881,6392.8987,6440.8808,15221493300.0,152892000000.0,0.99,5.020491803
2020-12-04,sh.000905,6426.0263,6471.8561,6409.6779,6464.7345,12885516900.0,135321000000.0,0.67,5.220061412
2020-12-07,sh.000905,6465.9879,6472.8495,6417.6481,6424.6823,12107828200.0,130847000000.0,0.95,5.834186285
2020-12-08,sh.000905,6424.1589,6448.3926,6406.7236,6423.6513,10549499200.0,118325000000.0,0.69,5.214723926
2020-12-09,sh.000905,6430.4767,6437.4327,6307.2207,6307.2207,12151621300.0,133439000000.0,1.11,2.862985685
2020-12-10,sh.000905,6295.353,6350.9178,6267.1713,6320.0956,11057714200.0,122399000000.0,0.62,5.214723926
2020-12-11,sh.000905,6328.8282,6340.3946,6163.4119,6209.427,13264160600.0,143457000000.0,0.93,4.498977505
2020-12-14,sh.000905,6207.826,6260.6133,6176.5402,6259.0175,10687714900.0,123901000000.0,0.61,6.134969325
2020-12-15,sh.000905,6250.0967,6276.5843,6228.6787,6265.5819,9798099400.0,119719000000.0,0.81,5.112474438
2020-12-16,sh.000905,6268.2111,6271.0304,6219.0857,6235.4352,9928395000.0,114108000000.0,0.47,5.31154239
2020-12-17,sh.000905,6225.079,6312.0056,6184.5429,6308.9013,12770274400.0,140083000000.0,1.05,6.230847804
2020-12-18,sh.000905,6310.1601,6332.5326,6269.2134,6291.918,12862228800.0,137531000000.0,1.0,6.741573034
